Order_ID,Order_Date,Warehouse_ID,Product_ID,Product_Category,Units_Ordered,Unit_Cost,Total_sales,Transport_Mode,Distance_km,Delivery_Time_days,Stock_Availability,Delivery_Status
O12623,2023-07-22,WH-001,P43667,Apparel,11,454.67,5001.37,Road,499,8,No,On-Time
O12624,2023-04-28,WH-006,P71278,Groceries,3,57.84,173.52,Road,1805,7,No,Cancelled
O12625,2023-05-12,WH-009,P91864,Apparel,3,393.7,1181.1,Rail,1912,12,Yes,On-Time
O12626,2023-03-09,WH-004,P23727,Electronics,38,428.59,16286.419999999998,Sea,1906,1,Yes,Delayed
O12627,2023-03-14,WH-009,P95486,Groceries,16,404.08,6465.28,Road,696,10,No,Delayed
O12628,2023-08-06,WH-001,P14901,Toys,19,269.31,5116.89,Air,611,1,Yes,Cancelled
O12629,2023-10-28,WH-004,P64937,Electronics,45,412.32,18554.4,Rail,1133,1,No,On-Time
O12630,2023-06-19,WH-004,P97838,Furniture,17,203.86,3465.6200000000003,Road,691,13,No,On-Time
O12631,2023-01-19,WH-010,P22258,Electronics,32,114.78,3672.96,Road,798,4,No,Cancelled
O12632,2023-04-21,WH-005,P39104,Furniture,33,391.6,12922.800000000001,Road,531,14,Yes,Cancelled
O12633,2023-07-11,WH-003,P99239,Furniture,26,327.9,8525.4,Sea,71,11,No,Delayed
O12634,2023-09-22,WH-009,P63721,Furniture,27,152.05,4105.35,Rail,892,5,No,Delayed
O12635,2023-09-04,WH-006,P73219,Groceries,20,198.24,3964.8,Road,1730,7,No,Cancelled
O12636,2023-02-08,WH-003,P71023,Toys,40,265.57,10622.8,Sea,787,13,Yes,On-Time
O12637,2023-06-17,WH-003,P45496,Groceries,50,102.06,5103.0,Rail,561,2,No,Delayed
O12638,2023-02-19,WH-006,P36764,Furniture,46,406.8,18712.8,Sea,1133,12,Yes,Cancelled
O12639,2023-09-11,WH-003,P24250,Furniture,2,452.76,905.52,Sea,1789,3,No,Cancelled
O12640,2023-04-25,WH-007,P80640,Apparel,48,182.96,8782.08,Sea,1352,12,Yes,Delayed
O12641,2023-09-23,WH-005,P65563,Toys,7,46.0,322.0,Rail,1758,9,No,On-Time
O12642,2023-11-24,WH-005,P50515,Groceries,26,215.78,5610.28,Road,1393,13,No,Delayed
O12643,2023-06-28,WH-005,P16610,Electronics,17,276.52,4700.84,Rail,1717,12,Yes,On-Time
O12644,2023-07-10,WH-009,P97132,Automotive,18,111.7,2010.6000000000001,Road,395,14,No,Delayed
O12645,2023-07-16,WH-006,P94115,Automotive,23,241.41,5552.43,Air,517,1,Yes,Cancelled
O12646,2023-12-24,WH-004,P21671,Groceries,4,475.73,1902.92,Road,1874,4,No,Delayed
O12647,2023-04-18,WH-003,P78997,Automotive,22,445.41,9799.02,Air,509,8,No,Cancelled
O12648,2023-01-21,WH-006,P47718,Furniture,45,9.71,436.95000000000005,Air,809,9,No,Delayed
O12649,2023-02-06,WH-008,P65263,Groceries,11,94.2,1036.2,Sea,1922,6,No,On-Time
O12650,2023-06-20,WH-005,P57951,Toys,43,324.55,13955.65,Sea,1829,15,No,On-Time
O12651,2023-06-10,WH-010,P40712,Furniture,49,158.12,7747.88,Rail,1773,6,No,Delayed
O12652,2023-06-03,WH-005,P67350,Automotive,10,191.03,1910.3,Sea,696,8,No,On-Time
O12653,2023-07-19,WH-006,P24100,Toys,24,265.96,6383.039999999999,Rail,496,4,Yes,On-Time
O12654,2023-11-27,WH-010,P89116,Electronics,37,381.1,14100.7,Rail,1898,5,No,On-Time
O12655,2023-06-04,WH-004,P30544,Furniture,3,333.03,999.0899999999999,Road,1395,15,No,Cancelled
O12656,2023-03-08,WH-001,P17820,Groceries,36,367.6,13233.6,Road,160,11,Yes,Cancelled
O12657,2023-01-09,WH-005,P28385,Groceries,26,361.3,9393.800000000001,Air,1645,6,Yes,On-Time
O12658,2023-10-25,WH-008,P31431,Automotive,36,25.11,903.96,Air,1341,9,No,On-Time
O12659,2023-06-28,WH-002,P43193,Toys,48,442.59,21244.32,Air,1027,12,Yes,Delayed
O12660,2023-06-17,WH-006,P23288,Electronics,37,233.28,8631.36,Sea,247,3,Yes,Delayed
O12661,2023-04-08,WH-005,P54856,Groceries,12,62.26,747.12,Road,308,4,Yes,On-Time
O12662,2023-01-29,WH-003,P45924,Automotive,48,29.31,1406.8799999999999,Rail,949,5,No,Delayed
O12663,2023-04-30,WH-004,P85144,Automotive,12,372.03,4464.36,Rail,106,10,No,Delayed
O12664,2023-10-02,WH-006,P53613,Toys,7,221.02,1547.14,Road,468,12,No,Delayed
O12665,2023-08-02,WH-008,P82247,Apparel,1,12.1,12.1,Road,1373,12,No,Delayed
O12666,2023-07-31,WH-005,P40750,Toys,22,72.51,1595.22,Road,180,6,No,Cancelled
O12667,2023-12-29,WH-008,P75307,Groceries,38,89.21,3389.9799999999996,Rail,1598,12,Yes,Delayed
O12668,2023-05-26,WH-006,P67368,Electronics,33,258.94,8545.02,Road,1128,14,Yes,Delayed
O12669,2023-03-06,WH-004,P61248,Electronics,50,117.74,5887.0,Road,443,3,No,Delayed
O12670,2023-10-10,WH-002,P95844,Furniture,14,344.69,4825.66,Sea,1175,6,Yes,Cancelled
O12671,2023-08-25,WH-007,P74537,Electronics,11,281.57,3097.27,Air,1215,14,Yes,Cancelled
O12672,2023-10-07,WH-004,P47303,Groceries,44,155.88,6858.719999999999,Rail,572,3,Yes,Delayed
O12673,2023-11-23,WH-010,P39900,Automotive,11,52.09,572.99,Road,1996,13,No,Cancelled
O12674,2023-11-15,WH-002,P79152,Furniture,49,337.82,16553.18,Road,107,6,No,On-Time
O12675,2023-04-25,WH-007,P87552,Furniture,1,284.76,284.76,Air,1785,4,No,On-Time
O12676,2023-03-17,WH-009,P35041,Automotive,21,447.2,9391.199999999999,Road,1792,10,Yes,Delayed
O12677,2023-11-12,WH-005,P60080,Automotive,22,139.22,3062.84,Road,724,5,Yes,On-Time
O12678,2023-09-18,WH-007,P51177,Apparel,48,467.03,22417.44,Sea,1504,6,Yes,Cancelled
O12679,2023-12-04,WH-003,P24516,Electronics,27,8.22,221.94000000000003,Air,378,8,No,Delayed
O12680,2023-05-09,WH-008,P47767,Automotive,30,354.42,10632.6,Road,1391,4,No,Cancelled
O12681,2023-04-02,WH-004,P44222,Groceries,15,171.59,2573.85,Air,1007,2,Yes,Delayed
O12682,2023-08-05,WH-001,P14994,Apparel,22,93.07,2047.54,Rail,628,3,No,On-Time
O12683,2023-04-07,WH-002,P18487,Toys,30,342.3,10269.0,Air,366,12,No,Delayed
O12684,2023-01-06,WH-010,P19884,Automotive,46,314.54,14468.84,Air,462,9,No,Delayed
O12685,2023-05-01,WH-004,P29791,Electronics,5,57.59,287.95000000000005,Road,748,8,No,On-Time
O12686,2023-07-15,WH-006,P56532,Furniture,46,445.28,20482.879999999997,Air,1474,10,No,Cancelled
O12687,2023-07-29,WH-004,P22786,Toys,45,411.38,18512.1,Road,976,4,Yes,Delayed
O12688,2023-02-21,WH-003,P96620,Furniture,39,464.71,18123.69,Sea,792,1,No,Delayed
O12689,2023-09-11,WH-001,P49684,Furniture,1,101.37,101.37,Sea,1038,10,Yes,On-Time
O12690,2023-09-20,WH-008,P73641,Furniture,15,166.8,2502.0,Rail,597,12,Yes,Cancelled
O12691,2023-06-14,WH-008,P39522,Automotive,49,68.33,3348.17,Air,588,5,No,Delayed
O12692,2023-05-16,WH-010,P24110,Toys,11,289.16,3180.76,Sea,1407,5,Yes,Delayed
O12693,2023-03-10,WH-007,P13192,Electronics,29,176.17,5108.929999999999,Rail,1670,8,No,On-Time
O12694,2023-03-24,WH-002,P20310,Apparel,22,445.46,9800.119999999999,Air,1487,1,No,Cancelled
O12695,2023-07-10,WH-005,P85015,Groceries,14,149.01,2086.14,Air,1703,14,Yes,Cancelled
O12696,2023-01-31,WH-010,P72508,Furniture,37,472.04,17465.48,Road,1643,11,Yes,On-Time
O12697,2023-08-31,WH-009,P86452,Apparel,45,436.35,19635.75,Road,1219,4,Yes,Delayed
O12698,2023-05-08,WH-005,P56130,Automotive,10,476.06,4760.6,Road,90,8,Yes,Cancelled
O12699,2023-02-17,WH-008,P69122,Automotive,42,421.24,17692.08,Rail,1634,4,No,Cancelled
O12700,2023-12-15,WH-010,P37271,Automotive,2,100.84,201.68,Sea,1169,13,Yes,Cancelled
O12701,2023-09-28,WH-008,P80542,Automotive,35,364.11,12743.85,Rail,1334,3,Yes,On-Time
O12702,2023-11-10,WH-009,P11602,Toys,50,494.71,24735.5,Air,281,9,No,Delayed
O12703,2023-02-11,WH-009,P50609,Toys,25,319.17,7979.25,Rail,518,7,No,Cancelled
O12704,2023-08-15,WH-003,P52014,Automotive,29,179.44,5203.76,Road,954,10,Yes,Delayed
O12705,2023-10-11,WH-010,P37783,Toys,43,220.91,9499.13,Road,1729,5,Yes,On-Time
O12706,2023-03-17,WH-007,P16676,Furniture,35,104.2,3647.0,Rail,1106,9,Yes,Delayed
O12707,2023-12-19,WH-003,P41916,Electronics,3,35.12,105.35999999999999,Air,919,9,No,On-Time
O12708,2023-10-05,WH-007,P59520,Electronics,11,75.35,828.8499999999999,Air,538,15,Yes,On-Time
O12709,2023-07-11,WH-006,P37692,Automotive,42,137.62,5780.04,Road,1399,7,Yes,Delayed
O12710,2023-09-29,WH-009,P55147,Automotive,35,373.66,13078.1,Road,439,6,Yes,Delayed
O12711,2023-01-09,WH-004,P99565,Electronics,47,122.01,5734.47,Rail,514,15,Yes,On-Time
O12712,2023-10-13,WH-004,P89884,Toys,24,398.4,9561.599999999999,Rail,123,10,No,Cancelled
O12713,2023-09-10,WH-008,P19470,Automotive,6,432.15,2592.8999999999996,Air,162,7,Yes,On-Time
O12714,2023-06-25,WH-009,P88680,Electronics,12,391.91,4702.92,Road,873,8,No,Cancelled
O12715,2023-06-04,WH-009,P85112,Apparel,24,285.07,6841.68,Sea,1291,15,No,On-Time
O12716,2023-08-09,WH-002,P87163,Apparel,18,139.05,2502.9,Rail,1592,5,Yes,Delayed
O12717,2023-01-09,WH-005,P51745,Apparel,42,166.36,6987.120000000001,Air,1747,15,No,Cancelled
O12718,2023-11-12,WH-007,P86161,Electronics,19,395.72,7518.68,Road,1678,9,No,Cancelled
O12719,2023-01-09,WH-004,P39681,Groceries,6,229.03,1374.18,Sea,1509,2,No,Cancelled
O12720,2023-01-18,WH-009,P54757,Automotive,22,264.56,5820.32,Road,1186,14,No,Delayed
O12721,2023-04-09,WH-010,P92967,Toys,20,437.56,8751.2,Rail,434,14,No,Delayed
O12722,2023-04-19,WH-006,P83953,Electronics,11,226.47,2491.17,Sea,461,11,Yes,Delayed
O12723,2023-11-09,WH-004,P24995,Toys,18,394.82,7106.76,Air,997,1,Yes,Cancelled
O12724,2023-06-04,WH-003,P83288,Furniture,19,225.06,4276.14,Rail,157,15,Yes,Cancelled
O12725,2023-11-22,WH-005,P72751,Toys,31,77.44,2400.64,Air,1180,13,Yes,On-Time
O12726,2023-07-10,WH-001,P83423,Apparel,33,368.67,12166.11,Rail,149,3,No,On-Time
O12727,2023-01-12,WH-001,P25396,Furniture,43,223.9,9627.7,Road,1510,2,Yes,Delayed
O12728,2023-08-06,WH-009,P22644,Apparel,17,473.03,8041.509999999999,Rail,1927,9,No,On-Time
O12729,2023-11-29,WH-006,P98461,Furniture,5,77.97,389.85,Sea,1224,8,Yes,Cancelled
O12730,2023-05-25,WH-007,P47077,Apparel,49,387.51,18987.989999999998,Rail,1785,10,No,Cancelled
O12731,2023-08-23,WH-005,P92979,Groceries,23,283.7,6525.099999999999,Rail,1760,7,Yes,Cancelled
O12732,2023-07-20,WH-003,P46547,Toys,12,498.29,5979.4800000000005,Air,1265,3,No,Cancelled
O12733,2023-09-02,WH-003,P77390,Furniture,45,109.08,4908.6,Road,892,4,No,Cancelled
O12734,2023-11-15,WH-008,P89743,Groceries,32,49.45,1582.4,Air,808,4,No,On-Time
O12735,2023-01-12,WH-002,P71278,Automotive,4,12.32,49.28,Sea,520,13,Yes,On-Time
O12736,2023-01-19,WH-004,P66884,Furniture,26,335.55,8724.300000000001,Sea,1655,15,Yes,Cancelled
O12737,2023-09-10,WH-006,P65688,Toys,33,108.75,3588.75,Air,1435,6,Yes,On-Time
O12738,2023-12-20,WH-002,P51699,Electronics,45,161.3,7258.500000000001,Road,1743,12,No,On-Time
O12739,2023-04-30,WH-003,P87267,Apparel,10,458.6,4586.0,Air,572,7,Yes,Cancelled
O12740,2023-01-27,WH-002,P42960,Furniture,21,441.21,9265.41,Road,737,4,Yes,Cancelled
O12741,2023-06-15,WH-001,P67016,Electronics,15,150.24,2253.6000000000004,Road,1527,8,No,On-Time
O12742,2023-10-30,WH-002,P36216,Furniture,28,101.9,2853.2000000000003,Rail,379,1,Yes,On-Time
O12743,2023-08-16,WH-002,P35131,Automotive,25,90.25,2256.25,Air,1944,8,Yes,Cancelled
O12744,2023-08-19,WH-009,P81470,Apparel,27,359.09,9695.429999999998,Sea,1122,4,No,Cancelled
O12745,2023-11-12,WH-010,P34826,Apparel,20,19.59,391.8,Sea,883,15,Yes,Delayed
O12746,2023-11-02,WH-006,P69284,Automotive,42,41.09,1725.7800000000002,Sea,1949,5,No,Delayed
O12747,2023-11-22,WH-008,P76245,Furniture,16,92.93,1486.88,Sea,1205,1,No,Cancelled
O12748,2023-11-09,WH-002,P43151,Furniture,47,37.18,1747.46,Sea,1421,10,No,Cancelled
O12749,2023-10-31,WH-006,P89392,Electronics,38,447.61,17009.18,Road,1511,11,No,On-Time
O12750,2023-07-05,WH-006,P80473,Electronics,34,144.11,4899.740000000001,Air,1457,6,Yes,Cancelled
O12751,2023-12-16,WH-005,P55248,Toys,32,236.49,7567.68,Air,397,15,No,Delayed
O12752,2023-03-15,WH-002,P24342,Groceries,13,133.6,1736.8,Air,936,11,Yes,On-Time
O12753,2023-06-21,WH-005,P95758,Groceries,15,18.2,273.0,Rail,860,4,No,Delayed
O12754,2023-04-09,WH-010,P68643,Electronics,31,92.87,2878.9700000000003,Rail,508,8,No,Cancelled
O12755,2023-12-10,WH-006,P48633,Furniture,10,270.87,2708.7,Rail,724,5,No,Delayed
O12756,2023-12-25,WH-005,P15296,Automotive,33,59.62,1967.4599999999998,Air,1943,5,Yes,Delayed
O12757,2023-06-07,WH-003,P56967,Furniture,38,198.07,7526.66,Road,1219,7,No,Delayed
O12758,2023-01-05,WH-007,P75136,Automotive,13,186.28,2421.64,Sea,1130,6,No,Delayed
O12759,2023-09-08,WH-006,P63080,Automotive,44,166.7,7334.799999999999,Road,2000,4,Yes,Cancelled
O12760,2023-12-25,WH-006,P78276,Furniture,47,31.81,1495.07,Rail,1345,12,No,On-Time
O12761,2023-09-06,WH-010,P11093,Apparel,38,102.73,3903.7400000000002,Road,1944,1,No,Cancelled
O12762,2023-09-20,WH-005,P18350,Apparel,19,483.59,9188.21,Air,1160,12,No,Cancelled
O12763,2023-09-07,WH-002,P71686,Groceries,3,327.72,983.1600000000001,Air,264,14,No,Cancelled
O12764,2023-09-06,WH-005,P94212,Toys,17,134.09,2279.53,Air,1680,10,Yes,On-Time
O12765,2023-05-14,WH-006,P20963,Electronics,18,5.42,97.56,Road,1769,6,Yes,Cancelled
O12766,2023-04-15,WH-001,P69119,Groceries,5,217.47,1087.35,Air,307,15,Yes,On-Time
O12767,2023-04-19,WH-008,P76345,Groceries,38,409.02,15542.759999999998,Air,1275,4,No,On-Time
O12768,2023-11-30,WH-007,P25382,Apparel,15,34.71,520.65,Air,908,5,Yes,Cancelled
O12769,2023-11-29,WH-002,P13484,Electronics,44,454.63,20003.72,Road,1745,11,No,On-Time
O12770,2023-12-28,WH-010,P56839,Furniture,32,37.72,1207.04,Sea,693,1,No,On-Time
O12771,2023-01-01,WH-004,P48033,Electronics,48,375.37,18017.760000000002,Air,1860,12,No,On-Time
O12772,2023-12-28,WH-004,P29945,Electronics,20,41.99,839.8000000000001,Rail,290,5,Yes,On-Time
O12773,2023-07-08,WH-003,P43784,Automotive,25,272.04,6801.000000000001,Air,1074,1,Yes,On-Time
O12774,2023-01-04,WH-001,P54390,Electronics,16,205.79,3292.64,Road,763,9,No,On-Time
O12775,2023-01-24,WH-007,P92223,Apparel,33,300.27,9908.91,Air,193,14,Yes,Delayed
O12776,2023-09-22,WH-004,P68986,Toys,11,62.42,686.62,Air,516,9,Yes,Cancelled
O12777,2023-02-07,WH-003,P41010,Electronics,19,180.61,3431.59,Air,1999,12,Yes,Cancelled
O12778,2023-09-07,WH-009,P39582,Automotive,8,151.67,1213.36,Sea,1302,8,No,On-Time
O12779,2023-12-25,WH-007,P86764,Groceries,43,211.05,9075.15,Air,928,6,No,On-Time
O12780,2023-06-10,WH-003,P39269,Toys,38,51.38,1952.44,Air,1412,2,Yes,On-Time
O12781,2023-09-15,WH-010,P59975,Apparel,31,277.82,8612.42,Sea,932,13,No,Cancelled
O12782,2023-12-20,WH-007,P38677,Apparel,6,70.36,422.15999999999997,Sea,1078,7,Yes,Delayed
O12783,2023-04-03,WH-008,P84816,Furniture,37,221.75,8204.75,Road,1916,8,Yes,Cancelled
O12784,2023-12-22,WH-009,P92141,Automotive,13,195.09,2536.17,Sea,1289,8,Yes,On-Time
O12785,2023-06-03,WH-007,P46768,Automotive,47,229.46,10784.62,Road,1098,5,No,Delayed
O12786,2023-12-08,WH-010,P50927,Apparel,37,87.97,3254.89,Sea,860,14,No,Cancelled
O12787,2023-03-17,WH-001,P49727,Apparel,44,385.09,16943.96,Rail,1637,2,No,Cancelled
O12788,2023-09-20,WH-001,P44451,Groceries,32,88.65,2836.8,Road,1708,3,Yes,Cancelled
O12789,2023-06-18,WH-006,P43736,Apparel,1,375.4,375.4,Road,938,3,Yes,On-Time
O12790,2023-09-11,WH-004,P55295,Automotive,28,163.65,4582.2,Air,689,1,No,Cancelled
O12791,2023-09-09,WH-004,P33013,Apparel,26,401.16,10430.16,Road,1863,3,Yes,Cancelled
O12792,2023-09-30,WH-009,P95743,Toys,29,165.96,4812.84,Sea,1813,2,Yes,Cancelled
O12793,2023-12-14,WH-003,P24478,Apparel,32,475.78,15224.96,Rail,1474,9,Yes,Cancelled
O12794,2023-08-27,WH-001,P30926,Furniture,41,30.19,1237.79,Rail,221,3,Yes,Cancelled
O12795,2023-11-06,WH-010,P11160,Automotive,10,200.06,2000.6,Road,1101,9,Yes,On-Time
O12796,2023-06-13,WH-001,P53599,Electronics,46,77.43,3561.78,Road,143,10,No,On-Time
O12797,2023-04-04,WH-009,P86248,Automotive,47,192.69,9056.43,Road,1575,9,Yes,Cancelled
O12798,2023-06-25,WH-005,P84231,Apparel,48,356.76,17124.48,Sea,343,4,No,On-Time
O12799,2023-07-28,WH-010,P34082,Toys,26,171.51,4459.26,Road,1735,4,Yes,Delayed
O12800,2023-11-26,WH-004,P95168,Toys,11,425.58,4681.38,Road,766,10,Yes,Cancelled
O12801,2024-01-01,WH-004,P58981,Electronics,34,158.56,5391.04,Air,283,2,Yes,On-Time
O12802,2023-10-03,WH-002,P50456,Electronics,9,257.95,2321.5499999999997,Road,1131,10,No,Cancelled
O12803,2023-04-30,WH-006,P75490,Furniture,4,167.88,671.52,Sea,1577,8,Yes,Delayed
O12804,2023-06-05,WH-006,P53754,Apparel,29,202.92,5884.679999999999,Road,81,14,Yes,On-Time
O12805,2023-09-22,WH-008,P16977,Automotive,5,270.92,1354.6000000000001,Air,1798,9,Yes,Cancelled
O12806,2023-12-10,WH-007,P40418,Electronics,24,207.85,4988.4,Rail,1906,6,Yes,Delayed
O12807,2023-05-11,WH-006,P21762,Furniture,33,310.43,10244.19,Sea,606,5,No,On-Time
O12808,2023-09-27,WH-006,P20038,Groceries,48,410.19,19689.12,Road,1930,1,Yes,Delayed
O12809,2023-03-07,WH-003,P73425,Electronics,49,497.8,24392.2,Road,1656,13,No,On-Time
O12810,2023-09-22,WH-005,P26744,Furniture,6,53.87,323.21999999999997,Road,955,11,No,On-Time
O12811,2023-10-12,WH-007,P32548,Automotive,42,334.23,14037.66,Road,1622,8,Yes,Cancelled
O12812,2023-07-30,WH-002,P72958,Apparel,19,129.73,2464.87,Sea,1621,8,No,Cancelled
O12813,2023-07-07,WH-007,P88371,Furniture,12,22.38,268.56,Rail,257,1,Yes,Delayed
O12814,2023-01-03,WH-001,P77421,Apparel,43,112.39,4832.77,Sea,1267,7,No,On-Time
O12815,2023-02-15,WH-007,P12034,Furniture,18,69.9,1258.2,Air,1325,3,No,Delayed
O12816,2023-02-04,WH-005,P49981,Toys,27,243.93,6586.110000000001,Road,508,9,Yes,On-Time
O12817,2023-12-02,WH-001,P95099,Toys,48,492.71,23650.079999999998,Air,800,2,Yes,Cancelled
O12818,2023-06-14,WH-010,P15506,Automotive,23,312.54,7188.42,Sea,1871,14,Yes,On-Time
O12819,2023-09-07,WH-008,P89331,Toys,9,37.91,341.18999999999994,Rail,557,2,No,On-Time
O12820,2023-09-26,WH-010,P71982,Toys,45,490.44,22069.8,Air,743,10,No,On-Time
O12821,2023-05-18,WH-005,P27366,Electronics,22,278.47,6126.34,Air,1866,2,No,Cancelled
O12822,2023-11-16,WH-007,P67612,Electronics,21,451.02,9471.42,Sea,559,8,No,On-Time
O12823,2023-07-09,WH-004,P26068,Groceries,23,458.84,10553.32,Sea,1836,4,No,On-Time
O12824,2023-03-12,WH-004,P60004,Toys,49,186.83,9154.67,Sea,188,1,Yes,On-Time
O12825,2023-05-20,WH-005,P89588,Toys,45,141.71,6376.950000000001,Road,910,1,No,Cancelled
O12826,2023-11-30,WH-009,P38859,Automotive,34,325.84,11078.56,Rail,1232,10,Yes,On-Time
O12827,2023-02-20,WH-009,P91856,Apparel,45,47.24,2125.8,Air,1974,3,Yes,Delayed
O12828,2023-03-14,WH-001,P72269,Apparel,15,174.22,2613.3,Air,764,3,No,Delayed
O12829,2023-09-01,WH-008,P33266,Electronics,8,88.58,708.64,Road,1715,2,Yes,Delayed
O12830,2023-12-07,WH-001,P95168,Automotive,46,28.27,1300.42,Rail,399,1,Yes,Cancelled
O12831,2023-06-07,WH-004,P22595,Automotive,42,364.32,15301.44,Road,1817,7,Yes,On-Time
O12832,2023-02-22,WH-008,P33059,Automotive,23,334.97,7704.31,Rail,393,12,No,On-Time
O12833,2023-11-04,WH-010,P59513,Apparel,35,303.76,10631.6,Road,1907,8,Yes,Cancelled
O12834,2023-09-12,WH-010,P68220,Apparel,5,294.07,1470.35,Rail,1528,15,No,Delayed
O12835,2023-10-16,WH-001,P25215,Electronics,39,429.92,16766.88,Rail,1811,12,No,Cancelled
O12836,2023-09-02,WH-004,P37906,Groceries,15,62.34,935.1,Air,1348,15,Yes,On-Time
O12837,2023-08-18,WH-002,P16321,Apparel,27,281.6,7603.200000000001,Rail,719,9,Yes,Cancelled
O12838,2023-01-22,WH-008,P46420,Apparel,17,418.21,7109.57,Air,855,15,Yes,Cancelled
O12839,2023-09-07,WH-005,P56086,Apparel,41,178.1,7302.099999999999,Air,946,15,No,On-Time
O12840,2023-07-19,WH-002,P93058,Furniture,26,136.72,3554.72,Road,249,2,Yes,Delayed
O12841,2023-01-16,WH-002,P59138,Automotive,13,136.57,1775.4099999999999,Road,1785,13,No,On-Time
O12842,2023-08-21,WH-008,P84130,Electronics,15,168.32,2524.7999999999997,Air,1808,11,Yes,Delayed
O12843,2023-10-05,WH-001,P45285,Apparel,30,308.77,9263.099999999999,Air,1559,5,No,Cancelled
O12844,2023-09-05,WH-001,P11125,Furniture,10,295.54,2955.4,Rail,1672,7,Yes,On-Time
O12845,2023-07-15,WH-007,P21826,Toys,11,99.38,1093.1799999999998,Sea,1547,12,No,Delayed
O12846,2023-02-17,WH-008,P27784,Toys,12,143.4,1720.8000000000002,Air,1201,8,Yes,Delayed
O12847,2023-12-10,WH-002,P11875,Apparel,23,249.78,5744.94,Road,68,8,Yes,On-Time
O12848,2023-11-22,WH-004,P35819,Apparel,33,315.96,10426.679999999998,Rail,1955,2,Yes,Cancelled
O12849,2023-05-23,WH-010,P27228,Electronics,18,144.2,2595.6,Air,1661,2,No,Delayed
O12850,2023-06-09,WH-003,P86681,Furniture,28,175.9,4925.2,Road,1190,11,No,Delayed
O12851,2023-05-06,WH-003,P42705,Automotive,44,152.64,6716.16,Road,51,3,Yes,On-Time
O12852,2024-01-01,WH-008,P65588,Automotive,13,282.12,3667.56,Air,556,14,No,Delayed
O12853,2023-01-16,WH-005,P58188,Furniture,22,133.99,2947.78,Rail,210,2,No,Cancelled
O12854,2023-11-09,WH-010,P82450,Groceries,17,281.29,4781.93,Road,79,13,Yes,Cancelled
O12855,2023-06-04,WH-009,P53624,Electronics,20,421.49,8429.8,Sea,1143,5,No,Delayed
O12856,2023-09-08,WH-008,P11567,Toys,50,271.56,13578.0,Road,465,9,No,On-Time
O12857,2023-10-14,WH-004,P75787,Automotive,32,17.67,565.44,Sea,1723,9,No,On-Time
O12858,2023-08-25,WH-008,P57355,Toys,33,309.54,10214.820000000002,Rail,247,8,Yes,Delayed
O12859,2023-04-08,WH-002,P45099,Toys,27,198.99,5372.7300000000005,Sea,282,8,No,Cancelled
O12860,2023-01-07,WH-007,P41484,Toys,45,467.04,21016.8,Rail,947,11,No,Delayed
O12861,2023-11-11,WH-005,P40512,Groceries,13,346.52,4504.76,Rail,50,14,Yes,On-Time
O12862,2023-04-02,WH-001,P79870,Furniture,50,205.99,10299.5,Air,419,7,Yes,Delayed
O12863,2023-02-12,WH-009,P79043,Groceries,40,59.15,2366.0,Rail,1862,10,No,Delayed
O12864,2023-02-19,WH-006,P95425,Electronics,6,294.75,1768.5,Road,1755,11,Yes,Delayed
O12865,2023-06-25,WH-006,P98818,Toys,6,44.97,269.82,Rail,433,3,No,On-Time
O12866,2023-05-25,WH-002,P76653,Toys,18,306.08,5509.44,Air,1249,15,No,On-Time
O12867,2023-03-31,WH-009,P40354,Apparel,24,191.15,4587.6,Road,1482,7,Yes,Cancelled
O12868,2023-03-16,WH-006,P83158,Apparel,13,189.5,2463.5,Road,1326,6,No,Delayed
O12869,2023-08-14,WH-010,P72068,Electronics,48,412.91,19819.68,Rail,1414,15,No,On-Time
O12870,2023-07-04,WH-002,P91996,Apparel,16,363.74,5819.84,Rail,724,5,Yes,On-Time
O12871,2023-11-14,WH-006,P69836,Automotive,18,90.06,1621.08,Air,1461,13,No,Delayed
O12872,2023-08-15,WH-002,P72046,Groceries,47,373.36,17547.920000000002,Air,791,6,No,Cancelled
O12873,2023-01-04,WH-008,P72722,Apparel,12,361.44,4337.28,Road,927,2,No,On-Time
O12874,2023-07-30,WH-010,P14843,Groceries,16,22.93,366.88,Road,1414,7,Yes,On-Time
O12875,2023-06-14,WH-007,P82909,Apparel,38,363.07,13796.66,Air,1815,2,No,Cancelled
O12876,2023-12-08,WH-009,P48029,Groceries,22,24.74,544.28,Road,781,13,No,Delayed
O12877,2023-12-02,WH-001,P40252,Apparel,15,453.15,6797.25,Rail,1610,3,No,On-Time
O12878,2023-08-18,WH-008,P53952,Electronics,28,167.62,4693.360000000001,Air,1140,5,Yes,On-Time
O12879,2023-05-22,WH-002,P95047,Apparel,19,365.42,6942.9800000000005,Rail,317,15,Yes,On-Time
O12880,2023-06-27,WH-001,P95440,Groceries,13,422.43,5491.59,Sea,1469,3,No,On-Time
O12881,2023-12-22,WH-010,P40293,Automotive,44,383.02,16852.879999999997,Road,292,10,Yes,Delayed
O12882,2023-07-23,WH-005,P74905,Apparel,14,309.7,4335.8,Sea,1341,10,No,On-Time
O12883,2023-11-27,WH-007,P47653,Electronics,17,293.21,4984.57,Air,1199,13,Yes,Cancelled
O12884,2023-01-14,WH-010,P28856,Apparel,34,350.7,11923.8,Road,787,11,Yes,On-Time
